number,coformer1,coformer2
3664,O=C(O)CC(=O)O,O=C(O)CCCC(=O)O
3665,O=S(=O)(c1ccccc1)N1N=CC(=C(c2ccccc2)c2ccccc2)[C@H]1c1ccccc1,O=C(O)c1cccc(Cl)c1
3666,C[C@@H](N)[C@@H](C)N,CC(C)=CCC[C@@]1(C)[C@@H]2COC(=O)[C@@]21[C@@H](O)c1ccco1
3667,C[C@@H](Cl)C(=O)Nc1nc2ccccc2s1,C[C@H]1C(c2ccccc2)=C(C#N)C(N)=C2C(=O)c3cc(Br)cc(Br)c3O[C@]21C(F)(F)F
3668,O=C(O)c1ccc2cc(O)ccc2c1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41
3669,Fc1c(F)c(F)c(I)c(F)c1F,CC(OO)(OO)c1ccccc1
3670,O=C(O)c1ccc(F)cc1,O=C(O)CCCCCCC(=O)O
3671,CC1(C)CCC2=C1[C@H](c1ccccc1)[C@@H]1C(=O)OC(=O)[C@@H]1C2,Cc1cc(OCc2ccccc2)cc(=O)o1
3672,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,Brc1cccc([C@]23CC=CCC(=C(c4ccccc4)c4ccccc4)[C@@H]2C3)c1
3673,C(=N/c1ccncc1)\c1ccc(/C=N/c2ccncc2)cc1,C(C=C1SCCS1)=C1SCCS1
3674,CC[C@@H](c1nnn[nH]1)S(=O)(=O)c1ccc(OC)cc1,c1ccc(-c2nnn3c2[C@@H](N2CCCC2)c2ccccc2-3)cc1
3675,c1ccc2cc3c(cc2c1)C1CC3c2cc3ccccc3cc21,N#CCCl
3676,Cn1c(=O)c2c(c3ccccc31)C=C[C@H]([C@H](O)c1ccccc1)C2,NC1=N[C@H]2OC[C@@](O)(CO)[C@H]2O1
3677,CN(C)[P@@]1(=O)Oc2cc3ccccc3cc2C(=O)N1c1ccccc1,c1cncc(-c2nnc(-c3cccnc3)o2)c1
3678,C[C@]1(c2ccccc2)N=CC(c2ccccc2)=N1,Cc1ccnc(N2C(=O)C[C@@H](c3cccc(Cl)c3)C2=O)c1
3679,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,CC(=O)CC(C)=O
3680,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C1[C@H]2CCN(Cc3ccccc3)[C@H]2c2cc(Br)ccc2N1Cc1ccccc1
3681,COc1cc(C(=O)O)ccc1O,O
3682,Nc1ncccn1,C[C@H]1O[C@](C)(CO)[C@@H](O)[C@]1(C)[Si](C)(C)c1ccccc1
3683,COc1ccc2c(c1)C[C@H](CNS(=O)(=O)c1ccc(C)cc1)N2S(=O)(=O)c1cc(C(C)(C)C)c(OC)c(C(C)(C)C)c1,O=C1NN=C[C@H](Cc2c[nH]c3ccccc23)N1
3684,C[C@H]1CC(=O)C=C2C[C@@H]3CC[C@@]21[C@H]1OC(C)(C)O[C@@H]31,O=C(O)c1ccc(O)cc1O
3685,CCOP(=O)(OCC)[C@@]12C(=O)c3ccccc3N1C(=O)C(Cl)=C2Cl,CSc1cc(SC)c(SC)cc1SC
3686,c1ccc2c(c1)sc1c3ccccc3sc21,O[C@@H]1CC[C@@H]2O[C@@H]2[C@H]1N(Cc1ccccc1)Cc1ccccc1
3687,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,[C-3]C#N
3688,Fc1c(F)c(/N=N\c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,COC(=O)CC[C@@H]1CCC[C@@H]2[C@H]3c4cc(OC)c(OC)cc4CCN3C(=O)[C@H]12
3689,Nc1ccc(I)cc1,CC(C)OC(=S)Nc1ccccc1
3690,C1N2CN3CN1CN(C2)C3,c1cc(CCc2ccncc2)ccn1
3691,COC(=O)C1=C(C(=O)OC)N(c2ccc(F)cc2)[C@@H](c2ccccc2)N(c2ccc(F)cc2)C1,CO[C@]12OO[C@@]3(C=C1C(=O)C(C)(C)C(=O)C2(C)C)COC(C)(C)O3
3692,Fc1c(F)c(I)c(F)c(F)c1I,ClC1CCCCC1
3693,NC(=O)c1ccncc1,C[Si](C)(C)/C1=C/C(=O)c2sccc2/C=C/[C@@H]1c1ccccc1
3694,COc1ccc([C@]2(c3cccc4ccccc34)CCC[C@H]2NC(C)=O)cc1,O=C(O)c1ccc(Cl)s1
3695,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,O=C1CC[C@H]2[C@@H]3[C@@H]4[C@@H]5CO[C@]12[C@H]3[C@]41COC[C@H]51
3696,[C-3]O,O=C(O)c1cc(F)cc(F)c1
3697,Cc1nc(C)c(C)nc1C,O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O
3698,CCC1(CC)C(=O)N([C@@H]2OC(=O)N(Cc3ccccc3)C2=O)[C@H]1S(=O)(=O)c1ccccc1,N[C@@H]1CCCC[C@H]1N
3699,Oc1ccc(Cc2ccc(O)cc2)cc1,O=C(O)/C=C/C(=O)O
3700,C=C1C[C@H]1[C@@H]1O[C@@](C)(O)[C@H]2CCCC[C@@H]21,S=[P@@]1(c2ccccc2)CCC[P@@](=S)(c2ccccc2)C1
3701,C(=C/c1ccncc1)\c1ccncc1,c1c[nH]cn1
3702,O=C1C=C(O)C[C@H]1Cc1ccc(Br)cc1,O=C(O)c1c[nH]c(=O)[nH]c1=O
3703,O=c1[nH]c(=O)[nH]c(=O)[nH]1,COC(=O)C1=C(c2ccccc2)/C(=C\c2ccccc2)[C@]1(NS(=O)(=O)c1ccc(C)cc1)C(F)(F)F
3704,CN1O[C@](F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)[C@H]1c1ccccc1,C/C(O)=C1/C(=O)C=C2Oc3c(-c4csc(-c5ccccc5)n4)c(O)c(C)c(O)c3[C@@]2(C)C1=O
3705,O,N#Cc1ccncc1
3706,CN1C(=O)[C@@]2(CC[C@@]3(C(=O)N(C)c4ccccc43)C2=O)c2ccccc21,COc1ccc(/C=C2\C[C@H](C(C)(C)C)c3ccccc3C2=O)cc1
3707,O=S1(=O)N=C(O[C@H]2CCCC[C@@H]2Br)c2ccccc21,CC(=N\O)/C(C)=N/O
3708,COC(=O)[C@@]12C(=O)C[C@H]3CC[C@@H]1[C@@H]2C3(C)C,Nc1ccc(C(=O)O)c(O)c1
3709,O=C1Nc2ccccc2[C@H]2[C@]1(CO)C[C@H](c1ccccc1)[C@@]21CCCC[C@@H]1O,COc1ccc2cc1OCCCCCCOc1cc(ccc1OC)C(=O)[C@@H](C)[C@H](C)C2=O
3710,O=C(O[C@@H]1O[C@@H]2[C@H]3CCC[C@@H]2C[C@@H]1C3)c1ccccc1,Oc1ccc(-c2cc(-c3ccc(O)cc3)cc(-c3ccc(O)cc3)c2)cc1
3711,N#CN,O=C1CCC(=O)N1
3712,Cc1cc(=O)[nH]c(N)n1,N#C[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN(C2)[C@@H]13
3713,O=C1c2ccccc2[C@@H]2C[C@H]3O[C@H]3CCN12,COC(=O)C1(C(=O)OC)C[C@@H](c2ccccc2)ON2O[C@@H](c3ccccc3)C[C@H](c3ccccc3)[C@H]21
3714,O=C(O)c1ccccc1,Cc1c(C)c(C)c(C)c(C)c1C
3715,Nc1ncccn1,CCCCc1cc2c(s1)c1c3sc(CCCC)cc3c3c4ccccc4c4c5cc(CCCC)sc5c5c6sc(CCCC)cc6c6c7ccccc7c2c2c6c5c4c3c12
3716,Cc1cc(C)c(C=O)c(C)c1,CN1C=CC(=C2C=CN(C)C=C2)C=C1
3717,CCN1c2ccccc2N(CC)c2ccccc21,Oc1ccc2ccccc2c1
3718,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C1c2ccccc2C(O)(C(Cl)Cl)c2ccccc21
3719,[H]/N=C1/OC(C(F)(F)F)(C(F)(F)F)CS1,CC1(C)Oc2c3c(nc4ccccc24)O[C@H]2[C@@H]3[C@@H]1CC[C@]2(C)O
3720,FC(F)(F)c1ccccc1/N=c1\c(=N\c2ccccc2C(F)(F)F)c2cccc3cccc1c32,C[Si](C)(CCCC(=O)O)O[Si](C)(C)CCCC(=O)O
3721,CC(=O)N1CC(=O)N[C@@]2(ON=C(c3c(C)cc(C)cc3C)[C@@H]2C)C1=O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
3722,CN1C(=O)[C@H]2[C@H]3C=C[C@H](CC3)[C@H]2[C@H]1O,Fc1c(F)c(I)c(F)c(F)c1I
3723,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
3724,CC1=CC(=O)[C@@H]([C@@H](O)c2ccccc2)C(C)(C)[C@@H]1C,CC(C)C(=O)N1C(=S)c2ccccc2[C@]12SC(C)(C)C(=O)N1C=CC=C[C@H]12
3725,COc1cc(OC)nc(N)n1,CC[C@]1(CC(=O)/C(=N/OC)C(=O)OC)CCC(=O)n2c1cc1ccccc12
3726,C[Si](C)(C)[C@]1(O)CCCCCC[C@H]1O,O=C(O)c1cc(O)cc(O)c1
3727,CN(C)c1ccc(C(=O)O)cc1,Fc1c(F)c(I)c(F)c(F)c1I
3728,CC1=NN(C(=O)N/N=C/c2ccccc2)[C@](O)(C(F)(F)F)C1,c1ccc(Oc2ccccc2)cc1
3729,CC1(C)CCC[C@@]2(C)C1=CCN1C(=O)c3ccccc3[C@@]12C(F)(F)F,COCC[C@H]1CCCC1=O
3730,O=C(O)/C=C/C(=O)O,C#C[C@]1(O)c2ccccc2[C@@](O)(C#C)c2cc(C)ccc21
3731,O=C1CC(=O)NC(=O)N1,C1SC2=C(S1)SC(=C1SC3=C(SCS3)S1)S2
3732,CCN(CC)[P@](=S)(c1ccccc1)c1ccccc1/C(=C/c1ccccc1)c1ccccc1,C=CC[C@]12CCCC[C@@]1(C)C(c1ccco1)=C(CC)[C@@H](CC)N2Cc1ccccc1
3733,CNC(=S)c1ccccc1N1CCO[P@@]1(=S)c1ccc(OC)cc1,CCCC[C@@]1(O)OC2=C(CCC)C(=O)[C@@]34CC[C@@H](C=C3C(=O)OC)[C@H]3CCC1=C2[C@H]34
3734,CC(C)[C@@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1nnnn1CCc1ccccc1,COC(=O)C1(C(=O)OC)C[C@@H]1c1cccc(OC)c1O
3735,O=C(O)CCCCC(=O)O,[C-3]COC(C)=O
3736,O=C(O)CCCC(=O)O,CSc1cc2c(cc1SC)Sc1cc(SC)c(SC)cc1S2
3737,O=C(O)/C=C/C(=O)O,Cc1ccc(S(=O)(=O)N2c3ccccc3C(c3ccccc3)=C(CCCl)[C@@H]2C)cc1
3738,O=C(O)CCCCCC(=O)O,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F
3739,COC(=O)C[C@@]1(C[C@H]2O[C@@H]2c2ccccc2)Oc2ccccc2C1=O,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
3740,CCOP(=O)(OCC)[C@@H](Nc1ccccc1Cl)c1ccccc1O,Cc1nc(C)c(C)nc1C
3741,C[C@@H]1CO[C@]2(C)c3ccccc3NC(=O)CN12,CCC1(CC)C(=O)NC(=O)NC1=O
3742,C=C([C@H](c1ccc(OC)cc1)P1(=O)OCC(C)(C)CO1)P1(=NC(C)(C)C)N(C(C)(C)C)P(NC(C)(C)C)N1C(C)(C)C,O=C(O)c1ccc(O)cc1
3743,NNC(=O)c1ccncc1,C[C@@H]1C[C@H](O)C[C@H](C)C1
3744,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)NC(=O)[C@H]1SC(N)=C(C#N)[C@@H]1c1cccc(OC)c1,Brc1cncc(Br)c1
3745,O=C(Nc1ccccn1)C12CC3CC(CC(C3)C1)C2,CN1C(=O)[C@@]2(OC(=O)[C@]34c5ccccc5NC(=O)[C@@]32CCN4C)c2ccccc21
3746,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)N[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,c1cc([C@H]2[C@H](c3ccncc3)[C@H](c3ccncc3)[C@H]2c2ccncc2)ccn1
3747,CC(=O)Nc1nnc(S(N)(=O)=O)s1,C[C@@]12C(=O)c3cc4ccccc4cc3[C@@H]1[C@@H]1C=C[C@H]2C1
3748,O=C1CC[C@@]2(OCC[C@@H]3C=CCC[C@@H]32)O1,O=C(O)/C=C/c1ccc(O)cc1O
3749,Cn1c(=O)c2c(ncn2C)n(C)c1=O,C(=N/N=C/c1cccnc1)\c1cccnc1
3750,Fc1c(F)c(I)c(F)c(F)c1I,C/C(=C\C(=O)O)C(=O)O
3751,O=C(O)c1cc2ccccc2cc1O,C[C@H]1O[C@]23CC[C@H]([C@@H]1C=O)[C@@]2(C)CC[C@H]1[C@H]3CC[C@]2(O)C[C@@H](O)CC[C@]12C
3752,CC1=C(c2ccc(C#N)cc2)[C@@H](C(C)C)OC1=O,CC1(C)/C(=N/Nc2c(Cl)cc(Cl)cc2Cl)C[C@H](c2ccc(Br)cc2)N[C@@H]1c1ccc(Br)cc1
3753,Fc1c(F)c(I)c(F)c(F)c1I,N#CC(C#N)=C(C#N)C#N
3754,CO[C@@]1(C(N)=O)CC[C@H](C(C)(C)C)C[C@H]1Sc1ccccc1,O=C(O)Cc1ccc(Cl)cc1
3755,C=C(C)C(=O)OCCCCCCOc1ccc(/C=C/c2ccncc2)cc1,Nc1ccc(C(=O)O)cc1
3756,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,O=C(O)c1ccc(O)cc1
3757,NC(=O)c1ccncc1,C(#Cc1ccncc1)c1ccncc1
3758,N#CN,O=C1NN=C[C@H](Cc2c[nH]c3ccccc23)N1
3759,CN1N=C(c2ccccc2)C[C@@H](c2ccccc2)NC1=S,O=C(O)c1ccc(O)cc1
3760,COC(=O)C1=C(O)CC(C)(C)[C@H]2C(=O)N(C)c3cccc1c32,O=C(O)/C=C/C(=O)O
3761,C1N2CN3CN1CN(C2)C3,O
3762,CNC(=S)N/N=C/c1ccc(O)cc1O,CCCCCCCCCOc1ccc(-c2nnc(-c3ccncc3)o2)cc1
3763,CC.[O-2].[O-2],O=c1oc2ccccc2c2c1[C@H](c1ccccc1)[C@@H](c1ccccc1)C2
3764,O=C1NC(=O)c2ccccc21,CCC1(CC)C(=O)NC(=O)NC1=O
3765,O[C@@H]1/C=C\C=C/c2ccccc2/C=C\1,Cn1nnc2c(C(N)=O)ncn2c1=O
3766,CCCC[C@@H]1c2ccccc2NC(=O)[C@H]1c1ccccc1,O=C(O)CCCCC(=O)O
3767,CSC1=NC(C)=NC(=O)C1=P(c1ccccc1)(c1ccccc1)c1ccccc1,O=C(/C=C\c1ccc2ccc3cccc4ccc1c2c34)c1ccccc1
3768,N#Cc1ccc(/C=C/c2ccc(/C=C/c3ccccc3C#N)cc2)cc1,c1c[nH]c([C@@H]2CC[C@H](c3ccc[nH]3)N2)c1
3769,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,c1ccc2c(c1)=c1ccccc1=2
3770,N#CC1=C(N)[C@]2(O)c3ccccc3CC[C@@H]2[C@@H]1c1ccc(Cl)cc1,Nc1ccccc1C(=O)O
3771,c1ccc(-n2c(-c3ccc(-c4ccncc4)c4nsnc34)nc3c4ccccc4c4ccccc4c32)cc1,O=C(O)CCCC(=O)O
3772,O,BrC(Br)=C=C=C(Br)Br
3773,C(#Cc1ccncc1)c1ccncc1,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2c1cccnc1
3774,ClCCCCCl,c1ccc(-c2ccccn2)nc1
3775,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,Oc1ccc2ccccc2c1[C@@H](c1ccc(Br)cc1)N1CCOCC1
3776,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c%12c%13c%14c%15c%16c%17c%14c%14c%18c%13c%11c1c1c5c%10c5c(c%14c%10c%17c%11c%13c%16c%14c%16c%15c%12c%12c%16c(c2c7c%126)c2c8c3c(c%13c%142)c2c9c4c5c%10c%112)c%181,CN1C=CC(=C2C=CN(C)C=C2)C=C1
3777,CCN(CC)C(=O)/N=C(\N=C(/N=C1\N=C2N=C(NCc3ccccc3)C(C)(C)[C@@]2(C)CC1(C)C)c1ccccc1)c1ccccc1,[C-2]=P(c1ccccc1)(c1ccccc1)c1ccccc1
3778,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)N[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,COC(=O)/C=C(\N)C[C@@]1(c2ccccc2)C(=O)N(C)c2ccccc21
3779,COc1ccc2c(c1)CC[C@@H](NCCCc1ccccc1)C[C@H]2O,Brc1cncc(Br)c1
3780,CCOC(=O)c1[nH]c(C(c2[nH]c(C(=O)OCC)c3c2CCCC3)c2c(F)c(F)c(F)c(F)c2F)c2c1CCCC2,BrCCCCCCBr
3781,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,COC(=O)C1(C(=O)OC)CC2=C[C@@]3(C(C)C)CC[C@](C)(O3)[C@H]2C1
3782,Fc1c(F)c(I)c(F)c(F)c1I,O=C(O)CCCCCCC(=O)O
3783,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,c1cc(-c2ccncc2)ccn1
3784,CC(=O)NC(C)=O,CS(=O)(=O)[C@H]1C[C@@H](CI)O[C@H]1c1ccccc1
3785,Nc1nc(N)nc(N)n1,IC1=C(I)SC(=C2SC3=C(SCCS3)S2)S1
3786,Oc1cc(O)c(I)cc1I,O=C1C(O)=C(Br)C(=O)C(O)=C1Br
3787,Fc1ccc(I)cc1,O=c1cc(-c2ccccc2)oc2ccccc12
3788,NC(N)=S,O=C1C(O)=C(F)C(=O)C(O)=C1F
3789,N#Cc1ccc(O)cc1,CCC1(CC(F)(F)F)C(=O)NC(=O)NC1=O
3790,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,O=C(O)CCNC(=O)C(=O)NCCC(=O)O
3791,c1cnc2c(c1)C(=C1c3cccnc3-c3ncccc31)c1cccnc1-2,Cc1ccc(S(=O)(=O)N2C[C@@H]3CCN(S(=O)(=O)c4ccc(C)cc4)[C@@H]3c3ccccc32)cc1
3792,COc1ccc([C@H](CCC2OCCO2)[C@](C)(O)c2ccc(OC)cc2)cc1,Fc1c(F)c(I)c(F)c(F)c1I
3793,O=C1CCC(=O)N1,CCCN1C(=O)/C(=C2\SC(=S)N(CCC)C2=O)SC1=S
3794,C(=C/c1ccccn1)\c1cccnc1,Fc1c(F)c(F)c(I)c(I)c1F
3795,N#CC1=C(N)N(c2ccccc2)/C(=C/C(=O)c2ccc(F)cc2)S1,COC(=O)C1=C[C@@H]([C@H]2CCCCC(=O)O2)C(C(=O)OC)=NN1
3796,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,O=C(O)c1sccc1Br
3797,ClCCl,[C-3]C#N
3798,c1ccc2c(c1)ccc1ccccc12,Nc1nc(N)c(Cl)cc1Cl
3799,CCC[C@@H]1[C@@H](C(=O)OCC)N(Cc2ccccc2)C(=O)[C@H]1S(=O)(=O)c1ccc(C)cc1,Fc1c(F)c(F)c(/N=N/c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
3800,O=S1(=O)c2ccccc2[C@H]2c3ccccc3N=C(c3ccccc3)N21,C1#CC2=C3C#CC#CN3C#CN2C#C1
3801,N#Cc1ccc([C@]2(c3ccccc3)C=CC(=O)CC2)cc1,C[C@H]1[C@H](C/C(=N\c2ccccc2)N(C)S(C)(=O)=O)c2ccccc2N[C@@H]1c1ccccc1
3802,C(#Cc1ccncc1)c1ccncc1,c1cc2ccc1CCc1ccc(cc1)CCc1ccc(cc1)CCc1ccc(cc1)CC2
3803,c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,C[C@@H](N[C@@H]1CC(=O)N[C@@H]1Cc1ccccc1)C(=O)OC(C)(C)C
3804,COc1cc(-c2ccccc2)c2c(c1OC)C[C@@H]1CO[C@H]2O1,O=C(O)c1ccccc1O
3805,CCOC(=O)/C=C1\O[C@H]2CCCC[C@@H]2Sc2ccccc21,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
3806,O=C1N[C@@H](c2ccc(Cl)cc2)c2c(ccc3ccccc23)O1,Nc1ncc(Br)cc1Br
3807,Oc1cc2ccccc2cc1O,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br
3808,C[C@@]12CCC[C@@]13CCC[C@@](O)(C2)O3,C(#Cc1ccncc1)c1ccncc1
3809,O=C(O)/C=C/C(=O)O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
3810,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Cc1ccc(Nc2nc(C[C@@H](C)O)ns2)cc1Cl
3811,C(=C/c1ccc2cc(/C=C/c3ccncc3)ccc2c1)\c1ccncc1,O=C1C=Cc2ccccc2/C1=C/Nc1ccc(Oc2ccc(/N=C/c3c(O)ccc4ccccc34)cc2)cc1
3812,CCOC(C)=O,Cc1nn(-c2ccccc2)c2c1N=C(c1ccc3c(c1)OCO3)C[C@H](c1ccc(Cl)cc1)N2
3813,c1cc(CCCc2ccncc2)ccn1,O=C(NN=C(c1ccccc1)c1ccccc1)c1ccncc1
3814,CN(C)c1ccncc1,CC[C@H]1NC(=O)N(Cc2ccccc2)[C@H]1c1ccccc1
3815,C1=CSC(=C2SC=CS2)S1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
3816,NC(=O)c1ccncc1,N#CC1=C2SCCCN2C(=O)[C@@H](C#N)C12CCCCC2
3817,COc1cc(OC)nc(N)n1,O=c1cc(-c2ccccn2)[nH]c(-c2ccccn2)c1
3818,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,C[C@H](NC(=O)c1ccccc1C(F)(F)F)c1ccccc1
3819,COC(=O)c1cc2c(c(-c3ccccc3)c1C(=O)OC)[P@](=O)(Cc1ccccc1)C=C2C,Ic1ccc(I)cc1
3820,O=C(O)/C=C/C(=O)O,O=c1oc(=O)c2c1c1c(=O)oc(=O)c1c1c(=O)oc(=O)c21
3821,Cc1ccc([C@@H]2N/C(=N\c3ccc(C)cc3C)c3ccccc3N2)cc1,Oc1ccc2ccccc2c1
3822,CC1=NO[C@]2(O)CC(N(C)C)=N[C@]12Cc1ccccc1,c1ccc2ccccc2c1
3823,C1COCCOCCOCCO1,c1ccc(Oc2ccccc2)cc1
3824,O=C(O)CCC(=O)O,O
3825,Cc1nc(C)c(Cl)c(N)n1,C[C@H]1NC(=O)O[C@H]1C(c1ccccc1)c1ccccc1
3826,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,COC(=O)/C=C/c1ccncc1
3827,Fc1ccc2c(c1)C=C(c1ccccc1)O[C@@H]2O[C@H]1OC(c2ccccc2)=Cc2cc(F)ccc21,O=C(O)c1cccc(O)c1O
3828,NC(=O)c1ccncc1,FC(F)(Br)C(F)(F)Br
3829,CCC1(CC)C(=O)NC(=O)NC1=O,CC(=O)Nc1nnc(S(N)(=O)=O)s1
3830,Brc1cc(Br)c(Br)cc1Br,COC1=CC=C/C(=C/Nc2cccnc2)C1=O
3831,Cn1c(=O)c2c(ncn2C)n(C)c1=O,S=c1cc[nH]c(=S)[nH]1
3832,O=C(O)CCC(=O)O,O=C(O)CCCCCCCC(=O)O
3833,CC1(C)CC[C@@H](O)[C@@]23CO[C@@](O)(C[C@@]45C[C@@H](CC[C@H]42)CC5=O)[C@H]13,O=C(O)c1cc(O)ccc1O
3834,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=C(NCc1ccccc1)[C@]1(F)CC1(F)F
3835,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
3836,O=C(O)CCCCCCCCCCC(=O)O,Fc1c(F)c(F)c(I)c(F)c1F
3837,CCC1=C(CC)[C@](C(=O)OC(C)(C)C)(S(=O)(=O)c2ccc(C)cc2)NC1=O,Oc1cccc2ccccc12
3838,O=C(O)CCCCCNC(=O)C(=O)NCCCCCC(=O)O,Cc1c(C)c(C)c(C)c(C)c1C
3839,Fc1ccc(I)cc1,Fc1c(F)c(F)c2c(F)c3c(F)c(F)c(F)c(F)c3c(F)c2c1F
3840,O=C1CCC(=O)CC1,CCN(C(=O)N(CC)c1ccc(N(CC)C(=O)N(CC)c2ccc(C(=O)O)cc2)cc1)c1ccc(C(=O)O)cc1
3841,Cc1cc(=C(C#N)C#N)c(C)cc1=C(C#N)C#N,O=C(Nc1c(F)c(F)c(Br)c(F)c1F)c1c(F)c(F)c(I)c(F)c1F
3842,CC(=O)O[C@@H]1c2ccccc2[C@@H]2[C@H]1C[C@H](O)[C@]21C(=O)CCc2ccccc21,Oc1c(F)c(F)c(O)c(F)c1F
3843,C[C@@H](CN(C)C)N(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,c1cc(CCCc2ccncc2)ccn1
3844,c1ccc(Oc2ccccc2)cc1,Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1
3845,O=C1C=Cc2ccccc2/C1=N/Nc1ccc(F)cc1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
3846,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CCO[P@]1(=S)CC(=O)c2ccccc21
3847,OC[C@@H]1CC[C@H]2CCCC[C@]12O,Nc1ccc(C(=O)O)c(O)c1
3848,Cc1ccc([C@@H]2[C@@H](C)C(=O)C[C@H](c3ccc(C)cc3)N2C(=O)C2CC2)cc1,Oc1ccc(F)cc1
3849,O=C(O)CS(=O)(=O)[C@H]1OC(=O)C(Cl)=C1Cl,CC(C)(C)C1=C/C(=C/Cl)[C@H](Cl)[C@@](Cl)(C(C)(C)C)C1=O
3850,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,O=C1CCC(=O)N1Br
3851,O=CNc1nc(-c2ccc(Cl)cc2)cs1,O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1
3852,Cc1cc(-c2cccnc2)nc(N)n1,CN1C(=O)N(C)[C@@H]2[C@H]1N(C)/C(=N/c1cc(/N=C3\N(C)[C@@H]4[C@@H](N(C)C(=O)N4C)N3C)c(/N=C3\N(C)[C@@H]4[C@@H](N(C)C(=O)N4C)N3C)cc1/N=C1/N(C)[C@@H]3[C@@H](N(C)C(=O)N3C)N1C)N2C
3853,CN1C(=O)N(C)C2=NC(=O)N(C)[C@@]2(C(Cl)(Cl)Cl)C1=O,CCOC(=O)C[C@@H]1CC=C(c2ccccc2)C1(C#N)C#N
3854,Cc1cc(O)cc(O)c1,O=C1N[C@H]2CCCC[C@H](Cl)[C@H]2C1(Cl)Cl
